Model,Epoch,Validation Loss,Validation Accuracy
1D-CNN (InceptionTime),10,0.0055,99.89
1D-CNN (InceptionTime),11,0.0033,99.89
1D-CNN (InceptionTime),12,0.0034,99.89
1D-CNN (InceptionTime),13,0.0031,99.89
1D-CNN (InceptionTime),14,0.0065,99.78
1D-CNN (InceptionTime),15,0.01,99.67
1D-CNN (InceptionTime),16,0.0019,99.89
1D-CNN (InceptionTime),17,0.0065,99.89
1D-CNN (InceptionTime),18,0.005,99.89
1D-CNN (InceptionTime),19,0.0017,99.89
1D-CNN (InceptionTime),20,0.0022,99.89
1D-CNN (InceptionTime),21,0.0021,99.89
1D-CNN (InceptionTime),22,0.0026,99.89
1D-CNN (InceptionTime),23,0.0041,99.89
1D-CNN (InceptionTime),24,0.0024,100.0
1D-CNN (InceptionTime),25,0.0031,100.0
1D-CNN (InceptionTime),26,0.0013,100.0
1D-CNN (InceptionTime),27,0.0022,99.89
1D-CNN (InceptionTime),28,0.0012,100.0
1D-CNN (InceptionTime),29,0.0009,100.0
1D-CNN (InceptionTime),30,0.0027,99.89
1D-CNN (InceptionTime),31,0.001,100.0
1D-CNN (InceptionTime),32,0.0016,99.89
1D-CNN (InceptionTime),33,0.0009,100.0
1D-CNN (InceptionTime),34,0.0009,100.0
1D-CNN (InceptionTime),35,0.001,100.0
1D-CNN (InceptionTime),36,0.0011,99.89
1D-CNN (InceptionTime),37,0.0024,99.89
1D-CNN (InceptionTime),38,0.0014,99.89
1D-CNN (InceptionTime),39,0.0033,99.89
1D-CNN (InceptionTime),40,0.0062,99.78
1D-CNN (InceptionTime),41,0.0026,99.89
1D-CNN (InceptionTime),42,0.0023,99.89
1D-CNN (InceptionTime),43,0.0011,99.89
1D-CNN (InceptionTime),44,0.0012,99.89
