Model,Epoch,Validation Loss,Validation Accuracy
LSTM,70,0.1434,94.22
LSTM,71,0.1352,94.67
LSTM,72,0.1784,92.56
LSTM,73,0.1553,93.78
LSTM,74,0.1494,94.11
LSTM,75,0.1496,94.22
LSTM,76,0.1437,94.78
LSTM,77,0.1338,95.33
Mamba,1,1.0817,49.78
Mamba,2,0.7466,64.11
Mamba,3,0.6691,67.22
Mamba,4,0.6327,67.33
Mamba,5,0.629,67.89
Mamba,6,0.6764,66.44
Mamba,7,0.8672,58.89
Mamba,8,0.6171,69.22
Mamba,9,0.6104,67.33
Mamba,10,0.6211,68.0
Mamba,11,0.6228,66.56
Mamba,12,0.6113,66.89
Mamba,13,0.6952,66.22
Mamba,14,0.6059,67.33
Mamba,15,0.6387,67.78
Mamba,16,0.6052,67.89
Mamba,17,0.6151,67.11
Mamba,18,0.6002,69.78
Mamba,19,0.6507,67.44
Mamba,20,0.5919,68.89
Mamba,21,0.6114,67.11
Mamba,22,0.5943,68.11
Mamba,23,0.5891,68.11
Mamba,24,0.5969,67.22
Mamba,25,0.587,67.89
Mamba,26,0.6023,68.0
Mamba,27,0.5989,68.44
Mamba,28,0.5945,69.22
Mamba,29,0.6632,65.0
Mamba,30,0.6184,67.56
Mamba,31,0.5951,70.0
Mamba,32,0.584,69.11
Mamba,33,0.5908,66.78
Mamba,34,0.5798,68.89
Mamba,35,0.5929,68.33
Mamba,36,0.5885,69.0
Mamba,37,0.5904,68.67
Mamba,38,0.5958,68.78
Mamba,39,0.6063,69.0
Mamba,40,0.5926,68.89
Mamba,41,0.5782,68.89
Mamba,42,0.5781,68.89
Mamba,43,0.5933,67.78
Mamba,44,0.5832,68.89
Mamba,45,0.5757,68.78
Mamba,46,0.5735,70.11
Mamba,47,0.5801,69.33
Mamba,48,0.5812,68.22
Mamba,49,0.5748,69.67
Mamba,50,0.5866,67.89
Mamba,51,0.5782,69.11
Mamba,52,0.5774,68.67
Mamba,53,0.5872,69.33
Mamba,54,0.5776,70.33
Mamba,55,0.5784,69.11
Mamba,56,0.5754,70.11
Transformer,1,0.7868,64.11
Transformer,2,0.6524,65.44
Transformer,3,0.5305,69.78
Transformer,4,0.5108,71.11
Transformer,5,0.5168,71.67
Transformer,6,0.4866,72.11
Transformer,7,0.4645,75.44
Transformer,8,0.3763,83.33
Transformer,9,0.3371,86.22
Transformer,10,0.253,90.22
Transformer,11,0.1727,93.89
Transformer,12,0.119,95.89
Transformer,13,0.1117,95.44
Transformer,14,0.118,96.11
Transformer,15,0.0894,96.78
Transformer,16,0.0916,97.22
Transformer,17,0.1033,95.78
Transformer,18,0.1423,93.0
Transformer,19,0.0881,96.33
Transformer,20,0.0822,97.56
Transformer,21,0.0903,97.22
Transformer,22,0.087,96.56
Transformer,23,0.0746,97.44
Transformer,24,0.0696,97.33
Transformer,25,0.0904,96.44
Transformer,26,0.1031,96.33
Transformer,27,0.1034,95.56
Transformer,28,0.0943,96.67
Transformer,29,0.0916,96.78
Transformer,30,0.1194,96.22
Transformer,31,0.0741,97.44
Transformer,32,0.0689,97.67
Transformer,33,0.0651,98.0
Transformer,34,0.0648,98.11
Transformer,35,0.0663,97.56
Transformer,36,0.0738,97.89
Transformer,37,0.0702,97.67
Transformer,38,0.0539,98.11
Transformer,39,0.0936,96.89
Transformer,40,0.0717,97.33
Transformer,41,0.0624,97.56
Transformer,42,0.0557,98.44
Transformer,43,0.0811,97.11
Transformer,44,0.0587,98.11
Transformer,45,0.0554,98.33
Transformer,46,0.0545,98.22
Transformer,47,0.0553,98.11
Transformer,48,0.0518,98.33
Transformer,49,0.0587,98.0
Transformer,50,0.0551,98.11
Transformer,51,0.0515,98.33
Transformer,52,0.0656,97.89
Transformer,53,0.0553,98.33
Transformer,54,0.0504,98.22
Transformer,55,0.0505,98.44
Transformer,56,0.058,98.22
Transformer,57,0.0533,98.44
Transformer,58,0.0571,98.22
Transformer,59,0.0591,98.44
Transformer,60,0.0534,98.22
Transformer,61,0.0566,98.44
Transformer,62,0.0513,98.33
Transformer,63,0.0498,98.44
Transformer,64,0.0535,98.44
Transformer,65,0.054,98.11
Transformer,66,0.0502,98.22
Transformer,67,0.0469,98.33
Transformer,68,0.0536,98.11
Transformer,69,0.0493,98.22
Transformer,70,0.0546,98.11
Transformer,71,0.0496,98.44
Transformer,72,0.0488,98.44
Transformer,73,0.0558,98.33
Transformer,74,0.0503,98.33
Transformer,75,0.0485,98.44
Transformer,76,0.0478,98.56
Transformer,77,0.0488,98.44
1D-CNN (InceptionTime),1,0.8662,60.0
1D-CNN (InceptionTime),2,0.296,90.22
1D-CNN (InceptionTime),3,0.1937,93.33
1D-CNN (InceptionTime),4,0.1496,94.0
1D-CNN (InceptionTime),5,0.1461,94.22
1D-CNN (InceptionTime),6,0.1279,94.78
1D-CNN (InceptionTime),7,0.0898,97.44
1D-CNN (InceptionTime),8,0.0275,99.33
1D-CNN (InceptionTime),9,0.0242,99.44
1D-CNN (InceptionTime),10,0.0126,99.56
1D-CNN (InceptionTime),11,0.0169,99.56
1D-CNN (InceptionTime),12,0.0142,99.67
1D-CNN (InceptionTime),13,0.0039,100.0
1D-CNN (InceptionTime),14,0.0041,100.0
1D-CNN (InceptionTime),15,0.0027,99.89
1D-CNN (InceptionTime),16,0.0033,99.78
1D-CNN (InceptionTime),17,0.0056,100.0
1D-CNN (InceptionTime),18,0.0104,99.78
1D-CNN (InceptionTime),19,0.0089,99.78
1D-CNN (InceptionTime),20,0.0068,99.89
1D-CNN (InceptionTime),21,0.0098,100.0
1D-CNN (InceptionTime),22,0.0107,99.89
1D-CNN (InceptionTime),23,0.0061,99.89
1D-CNN (InceptionTime),24,0.0011,100.0
1D-CNN (InceptionTime),25,0.0012,100.0
1D-CNN (InceptionTime),26,0.0006,100.0
1D-CNN (InceptionTime),27,0.0005,100.0
1D-CNN (InceptionTime),28,0.0004,100.0
1D-CNN (InceptionTime),29,0.0002,100.0
1D-CNN (InceptionTime),30,0.0002,100.0
1D-CNN (InceptionTime),31,0.0132,99.56
1D-CNN (InceptionTime),32,0.0004,100.0
1D-CNN (InceptionTime),33,0.0002,100.0
1D-CNN (InceptionTime),34,0.0002,100.0
1D-CNN (InceptionTime),35,0.0002,100.0
1D-CNN (InceptionTime),36,0.0002,100.0
1D-CNN (InceptionTime),37,0.0001,100.0
1D-CNN (InceptionTime),38,0.0003,100.0
1D-CNN (InceptionTime),39,0.0066,99.78
1D-CNN (InceptionTime),40,0.0003,100.0
1D-CNN (InceptionTime),41,0.0007,100.0
1D-CNN (InceptionTime),42,0.0007,100.0
1D-CNN (InceptionTime),43,0.0017,100.0
1D-CNN (InceptionTime),44,0.0009,100.0
1D-CNN (InceptionTime),45,0.0008,100.0
1D-CNN (InceptionTime),46,0.0011,100.0
1D-CNN (InceptionTime),47,0.0004,100.0
